総合危険度ランク,火災危険度ランク,建物倒壊危険度ランク,災害時活動困難度ランク,町丁目名
2,1,2,2,3873
1,1,1,2,3874
2,2,2,3,3875
2,1,1,4,3876
2,2,1,4,3877
2,2,2,2,3878
2,2,2,3,3879
2,2,1,3,3880
2,2,1,2,3881
2,2,2,2,3882
2,2,1,4,3883
2,2,2,2,3884
1,1,1,1,3885
1,1,1,1,3886
2,1,1,3,3887
3,3,2,3,3888
2,2,1,2,3889
2,2,1,2,3890
1,1,1,2,3891
1,1,1,2,3892
2,2,1,2,3893
2,2,1,2,3894
2,2,1,2,3895
2,2,2,2,3896
2,3,2,2,3897
2,1,1,5,3898
2,1,1,5,3899
2,2,1,4,3900
2,2,1,3,3901
2,2,1,2,3902
3,2,2,3,3903
2,2,1,3,3904
2,2,2,1,3905
1,2,1,2,3906
1,1,1,2,3907
1,2,1,2,3908
2,2,1,2,3909
1,2,1,1,3910
1,1,1,1,3911
1,1,1,3,3912
2,2,1,2,3913
1,1,1,2,3914
1,1,1,2,3915
1,2,1,1,3916
2,2,1,2,3917
2,2,1,4,3918
2,3,1,3,3919
2,2,1,4,3920
2,2,2,2,3921
1,1,1,2,3922
2,2,1,2,3923
2,2,1,3,3924
2,2,2,2,3925
2,2,2,2,3926
1,2,1,2,3927
2,1,1,3,3928
1,1,1,1,3929
1,1,1,4,3930
1,1,1,4,3931
2,2,2,1,3932
3,3,1,3,3933
3,2,1,5,3934
2,1,1,2,3935
2,2,2,2,3936
2,2,1,2,3937
2,2,2,3,3938
2,2,2,2,3939
2,2,2,2,3940
2,1,1,2,3941
1,1,1,2,3942
3,3,2,3,3943
2,2,1,3,3944
3,3,2,3,3945
2,2,1,3,3946
3,3,2,4,3947
2,2,1,2,3948
2,1,1,4,3949
2,1,1,3,3950
1,1,1,2,3951
2,1,1,4,3952
2,2,1,4,3953
2,1,1,3,3954
2,2,1,3,3955
2,2,1,2,3956
2,2,1,3,3957
1,2,1,2,3958
2,2,2,2,3959
2,2,1,4,3960
2,2,2,2,3961
3,3,2,3,3962
2,1,1,4,3963
2,2,2,2,3964
3,2,2,4,3965
3,1,1,5,3966
2,1,1,4,3967
2,1,1,4,3968
2,2,1,2,3969
3,3,2,2,3970
1,1,1,3,3971
2,1,1,4,3972
2,2,1,3,3973
1,1,1,2,3974
2,3,2,2,3975
2,2,1,3,3976
1,1,1,3,3977
2,1,1,2,3978
1,1,2,1,3979
2,1,1,3,3980
1,1,1,2,3981
1,1,1,2,3982
1,1,1,1,3983
1,1,1,1,3984
1,1,1,1,3985
1,2,2,1,3986
1,1,1,4,3987
1,1,1,2,3988
1,1,1,2,3989
3,2,2,4,3990
1,1,1,2,3991
2,1,1,3,3992
2,1,2,2,3993
1,1,1,2,3994
2,1,1,3,3995
1,1,1,2,3996
1,1,1,4,3997
2,1,2,2,3998
1,1,1,4,3999
1,1,1,4,4000
1,1,1,2,4001
1,1,1,1,4002
1,1,1,1,4003
1,1,1,1,4004
1,1,1,1,4005
2,2,2,2,4006
2,1,1,2,4007
2,2,2,1,4008
1,2,1,1,4009
2,1,1,2,4010
1,1,1,3,4011
2,1,1,2,4012
2,2,2,2,4013
1,1,2,1,4014
1,1,1,1,4015
1,1,1,1,4016
1,1,1,1,4017
1,1,1,1,4018
1,1,1,1,4019
1,1,1,1,4020
1,1,2,1,4021
1,1,1,1,4022
1,1,1,2,4023
1,1,1,3,4024
1,1,1,1,4025
1,1,1,1,4026
1,1,1,1,4027
1,1,1,2,4028
1,1,1,1,4029
2,1,1,2,4030
2,1,1,2,4031
2,1,1,2,4032
1,1,1,1,4033
1,1,1,1,4034
1,1,1,1,4035
1,1,1,2,4036
1,1,1,3,4037
1,1,1,1,4038
1,1,1,1,4039
1,1,1,1,4040
1,1,1,1,4041
1,1,1,1,4042
1,1,2,1,4043
1,1,1,1,4044
1,1,1,1,4045
1,1,1,3,4046
2,2,1,3,4047
2,1,2,2,4048
1,1,1,1,4049
2,1,2,2,4050
2,1,1,3,4051
1,1,1,1,4052
1,1,2,1,4053
2,2,1,2,4054
1,1,1,4,4055
1,1,1,1,4056
1,1,1,2,4057
1,1,1,2,4058
2,2,1,3,4059
1,1,1,1,4060
1,1,1,1,4061
1,1,1,1,4062
1,1,1,1,4063
1,1,1,1,4064
1,1,1,1,4065
1,1,1,1,4066
1,1,1,1,4067
1,1,1,1,4068
1,1,1,1,4069
1,1,1,1,4070
1,1,1,4,4071
1,1,1,2,4072
1,1,1,2,4073
1,1,1,2,4074
3,3,2,3,4075
2,2,1,2,4076
1,1,1,2,4077
1,1,1,2,4078
1,1,1,3,4079
1,1,1,3,4080
1,1,1,3,4081
1,1,1,2,4082
1,1,1,1,4083
1,1,1,1,4084
1,1,1,1,4085
1,1,1,1,4086
1,1,2,1,4087
1,2,2,1,4088
1,1,1,1,4089
1,2,1,1,4090
1,1,1,1,4091
1,1,1,1,4092
1,2,1,2,4093
1,1,1,1,4094
1,1,1,1,4095
1,1,1,1,4096
1,1,1,1,4097
1,1,1,1,4098
1,1,1,1,4099
1,1,1,2,4100
1,1,1,1,4101
1,1,1,1,4102
1,1,1,1,4103
1,1,1,2,4104
1,1,1,1,4105
1,1,1,1,4106
1,1,1,1,4107
1,1,1,2,4108
1,1,1,1,4109
1,1,1,1,4110
1,1,1,2,4111
1,1,1,1,4112
1,1,1,5,4113
1,1,1,1,4114
1,1,1,1,4115
1,1,1,1,4116
1,1,1,2,4117
2,1,1,2,4118
2,2,1,2,4119
1,1,1,1,4120
1,1,1,2,4121
1,1,1,1,4122
1,1,1,1,4123
1,1,1,2,4124
1,1,1,3,4125
1,1,1,2,4126
1,1,1,2,4127
1,1,1,1,4128
1,1,1,1,4129
1,1,1,1,4130
1,1,1,1,4131
1,1,1,1,4132
2,1,1,3,4133
1,1,1,2,4134
1,1,1,1,4135
1,1,2,1,4136
3,1,1,4,4137
2,1,2,2,4138
1,1,2,1,4139
2,1,1,2,4140
1,1,1,1,4141
1,1,1,2,4142
1,1,1,2,4143
2,1,1,2,4144
1,1,1,1,4145
1,1,1,1,4146
2,1,1,3,4147
2,2,2,3,4148
2,2,1,2,4149
2,2,1,2,4150
2,1,1,2,4151
2,2,2,4,4152
1,1,1,2,4153
1,1,1,1,4154
2,1,1,2,4155
2,1,2,3,4156
3,2,2,3,4157
2,1,1,2,4158
2,3,2,2,4159
3,2,2,3,4160
2,2,1,2,4161
1,2,2,1,4162
1,1,1,1,4163
1,1,1,3,4164
2,1,2,3,4165
2,2,2,2,4166
2,1,1,2,4167
2,2,1,2,4168
3,2,2,3,4169
3,3,2,4,4170
3,2,2,4,4171
3,3,2,3,4172
3,2,1,5,4173
2,2,2,3,4174
3,2,2,3,4175
2,2,2,2,4176
3,3,2,2,4177
3,3,2,3,4178
2,2,2,2,4179
2,2,1,2,4180
1,1,1,1,4181
2,2,1,2,4182
3,3,2,5,4183
2,2,2,3,4184
2,2,2,3,4185
2,2,1,2,4186
2,1,1,3,4187
2,2,1,3,4188
3,2,2,4,4189
2,2,2,3,4190
2,2,1,2,4191
1,1,1,1,4192
1,1,1,2,4193
1,1,1,2,4194
1,1,1,1,4195
1,1,1,2,4196
1,1,1,2,4197
1,1,1,1,4198
1,1,1,2,4199
1,1,1,1,4200
3,3,3,2,4201
2,2,2,1,4202
1,1,1,1,4203
3,3,2,2,4204
2,2,1,2,4205
1,1,1,1,4206
1,1,1,1,4207
1,1,1,3,4208
1,1,1,1,4209
2,1,1,2,4210
1,1,1,2,4211
2,1,2,2,4212
2,2,2,2,4213
3,3,2,2,4214
3,2,2,3,4215
3,2,2,2,4216
3,2,2,3,4217
2,2,2,2,4218
1,1,1,1,4219
1,1,1,3,4220
1,1,1,2,4221
1,1,1,2,4222
1,1,1,1,4223
2,2,2,1,4224
1,2,1,1,4225
2,2,2,2,4226
2,3,2,2,4227
2,2,1,2,4228
2,1,1,2,4229
1,2,1,1,4230
2,1,1,2,4231
1,1,1,3,4232
3,2,2,4,4233
3,3,2,3,4234
3,3,2,2,4235
1,2,1,1,4236
1,1,1,1,4237
2,1,1,2,4238
2,2,2,2,4239
2,1,2,2,4240
2,1,1,2,4241
2,2,2,3,4242
2,2,1,2,4243
1,1,1,1,4244
1,1,1,1,4245
1,1,1,2,4246
1,1,1,1,4247
1,1,1,1,4248
2,2,2,3,4249
2,1,1,2,4250
2,2,1,2,4251
2,2,1,2,4252
1,1,1,2,4253
2,2,2,1,4254
2,2,1,2,4255
2,2,1,3,4256
2,2,1,3,4257
1,1,1,2,4258
2,2,2,2,4259
2,2,2,2,4260
2,2,2,2,4261
1,2,2,1,4262
2,2,2,3,4263
2,1,1,3,4264
2,1,1,2,4265
1,1,1,1,4266
1,1,1,1,4267
1,1,1,1,4268
1,1,1,1,4269
1,1,1,1,4270
1,1,1,1,4271
2,2,1,3,4272
2,2,1,3,4273
2,1,1,3,4274
1,1,1,2,4275
2,1,1,4,4276
1,1,1,1,4277
2,2,1,2,4278
2,1,1,2,4279
2,2,1,3,4280
1,1,1,1,4281
1,1,1,1,4282
1,1,1,1,4283
2,1,1,2,4284
1,1,1,2,4285
1,1,1,1,4286
1,1,1,1,4287
1,1,1,2,4288
1,1,1,1,4289
1,1,1,1,4290
1,1,1,1,4291
1,1,1,1,4292
1,2,2,1,4293
1,1,2,1,4294
1,1,1,1,4295
1,1,1,2,4296
1,1,1,2,4297
1,1,1,2,4298
2,2,2,2,4299
1,1,1,1,4300
2,1,1,3,4301
2,1,1,2,4302
1,1,1,3,4303
1,1,1,1,4304
2,2,2,2,4305
1,1,1,2,4306
1,1,1,2,4307
1,1,1,1,4308
1,1,1,1,4309
1,1,1,2,4310
2,1,2,2,4311
1,1,1,3,4312
2,1,1,2,4313
2,2,2,2,4314
2,2,2,2,4315
1,1,1,4,4316
1,3,3,1,4317
2,2,2,1,4318
1,1,1,1,4319
1,1,1,1,4320
1,1,1,1,4321
1,1,1,2,4322
1,1,1,2,4323
2,2,1,3,4324
1,1,1,1,4325
1,1,1,4,4326
2,1,1,2,4327
2,1,1,4,4328
2,2,1,3,4329
1,1,1,2,4330
1,1,1,3,4331
1,1,1,2,4332
1,1,1,4,4333
2,1,1,2,4334
1,1,1,2,4335
1,1,1,2,4336
1,1,1,1,4337
2,1,1,2,4338
1,1,1,2,4339
2,1,2,1,4340
1,1,2,1,4341
2,2,2,2,4342
2,1,1,3,4343
1,1,1,2,4344
2,2,1,4,4345
2,1,1,3,4346
2,1,1,3,4347
2,1,1,4,4348
2,1,1,3,4349
1,1,1,2,4350
1,1,1,3,4351
1,1,1,1,4352
2,3,2,2,4353
1,1,1,1,4354
1,1,1,1,4355
1,1,1,1,4356
1,1,1,1,4357
1,1,1,1,4358
1,1,1,1,4359
2,1,1,2,4360
1,1,1,1,4361
1,1,1,1,4362
2,2,2,2,4363
1,1,2,1,4364
1,1,1,2,4365
1,1,1,3,4366
1,1,1,4,4367
1,1,1,1,4368
1,1,1,2,4369
1,1,1,1,4370
1,1,1,1,4371
1,1,1,1,4372
1,1,1,1,4373
1,1,1,1,4374
1,1,1,1,4375
2,2,2,2,4376
3,3,2,3,4377
1,1,1,2,4378
2,1,1,2,4379
1,1,1,2,4380
2,2,1,2,4381
2,2,2,3,4382
3,2,1,4,4383
2,1,1,3,4384
2,2,1,3,4385
2,1,1,2,4386
1,1,1,3,4387
2,2,1,3,4388
2,1,1,4,4389
2,1,1,3,4390
1,1,1,2,4391
2,1,1,2,4392
2,1,1,2,4393
1,1,1,1,4394
1,1,1,1,4395
1,1,1,2,4396
3,2,2,4,4397
3,2,1,5,4398
2,1,1,5,4399
1,1,1,1,4400
2,1,1,2,4401
2,1,1,3,4402
2,1,2,2,4403
2,1,1,3,4404
2,1,1,2,4405
2,1,1,3,4406
2,1,1,4,4407
2,2,2,3,4408
3,2,2,3,4409
2,2,1,2,4410
3,2,2,3,4411
1,1,1,2,4412
1,1,1,2,4413
2,2,1,3,4414
2,2,2,1,4415
2,2,2,3,4416
1,1,1,2,4417
2,1,1,2,4418
1,1,1,2,4419
1,1,1,1,4420
1,1,1,1,4421
2,1,1,2,4422
1,1,1,2,4423
2,1,1,3,4424
2,1,1,2,4425
2,1,1,2,4426
2,1,1,3,4427
2,2,2,2,4428
1,1,1,1,4429
1,2,1,1,4430
2,2,2,1,4431
1,1,1,2,4432
1,1,1,1,4433
1,2,1,1,4434
1,2,1,1,4435
2,1,1,3,4436
3,3,2,3,4437
3,2,2,4,4438
3,2,1,5,4439
3,2,1,4,4440
2,1,2,2,4441
2,2,1,4,4442
3,2,2,3,4443
3,2,1,4,4444
3,2,1,5,4445
2,2,1,3,4446
3,2,2,4,4447
2,2,1,3,4448
1,1,1,2,4449
2,1,1,3,4450
2,2,2,2,4451
2,2,2,2,4452
2,1,2,2,4453
2,1,1,3,4454
2,2,1,2,4455
2,2,2,2,4456
2,2,1,2,4457
1,1,1,2,4458
2,2,1,2,4459
1,1,1,5,4460
2,2,2,2,4461
2,2,1,3,4462
2,1,1,2,4463
2,1,1,3,4464
2,1,1,4,4465
2,2,1,3,4466
2,1,1,5,4467
2,1,1,2,4468
3,2,2,4,4469
2,2,2,2,4470
1,1,1,1,4471
3,2,2,3,4472
2,2,2,2,4473
2,2,1,2,4474
4,4,2,3,4475
2,3,2,2,4476
3,2,2,3,4477
2,2,1,3,4478
2,2,1,4,4479
3,3,2,4,4480
2,2,1,2,4481
2,1,1,3,4482
4,3,2,4,4483
3,2,1,5,4484
3,3,2,3,4485
2,1,2,2,4486
1,2,1,1,4487
3,3,2,4,4488
3,3,2,4,4489
2,2,2,2,4490
1,1,1,3,4491
2,1,2,1,4492
2,1,2,2,4493
1,1,1,2,4494
2,2,1,3,4495
2,2,2,2,4496
1,2,2,1,4497
2,1,1,2,4498
1,1,1,2,4499
1,1,1,1,4500
1,1,1,2,4501
2,1,1,2,4502
2,2,2,2,4503
1,1,1,2,4504
2,2,2,3,4505
2,2,1,4,4506
2,1,1,3,4507
3,2,2,3,4508
2,2,2,2,4509
2,3,2,2,4510
2,2,1,2,4511
2,2,1,2,4512
2,2,2,3,4513
2,2,2,3,4514
1,2,1,1,4515
1,1,1,1,4516
1,1,1,1,4517
1,1,1,1,4518
2,1,1,3,4519
1,1,1,1,4520
1,1,1,1,4521
1,1,1,2,4522
1,1,1,2,4523
1,1,1,1,4524
1,1,1,2,4525
1,1,1,2,4526
1,1,1,1,4527
1,1,1,1,4528
1,1,1,1,4529
1,1,1,1,4530
1,1,1,1,4531
1,1,1,1,4532
1,1,1,1,4533
1,1,1,2,4534
1,2,2,1,4535
2,2,2,2,4536
1,1,2,1,4537
1,1,1,1,4538
1,1,1,1,4539
1,1,1,1,4540
1,1,1,1,4541
1,1,1,1,4542
1,1,1,1,4543
1,1,3,1,4544
2,3,2,2,4545
2,2,1,2,4546
3,3,2,2,4547
2,2,2,2,4548
1,1,1,2,4549
2,2,1,2,4550
3,3,2,3,4551
3,3,2,3,4552
2,3,1,1,4553
2,2,1,2,4554
2,3,1,2,4555
2,2,1,2,4556
2,2,2,2,4557
3,3,2,3,4558
3,3,1,4,4559
3,3,2,4,4560
2,3,2,2,4561
2,2,2,2,4562
2,3,2,2,4563
2,2,1,2,4564
2,2,1,2,4565
3,3,2,3,4566
1,1,1,1,4567
1,1,1,1,4568
3,2,2,3,4569
2,2,1,4,4570
2,2,1,3,4571
3,3,2,5,4572
1,2,1,1,4573
2,3,2,2,4574
1,1,1,1,4575
1,2,1,1,4576
4,3,2,4,4577
3,3,1,4,4578
3,2,1,4,4579
3,2,1,5,4580
2,2,1,3,4581
2,2,1,2,4582
1,1,1,2,4583
2,3,2,2,4584
2,3,1,2,4585
2,2,1,2,4586
1,1,1,2,4587
2,1,1,4,4588
2,1,1,2,4589
2,1,1,3,4590
1,1,1,2,4591
1,1,1,2,4592
1,1,1,1,4593
1,1,1,1,4594
1,1,1,2,4595
1,1,1,1,4596
1,1,1,1,4597
1,1,1,1,4598
1,1,1,1,4599
2,2,2,2,4600
1,1,2,1,4601
2,1,1,2,4602
1,1,1,1,4603
1,1,1,2,4604
1,1,1,1,4605
1,2,1,3,4606
1,1,1,1,4607
3,1,2,3,4608
2,1,2,3,4609
2,2,2,3,4610
2,1,1,3,4611
2,1,2,2,4612
2,1,1,2,4613
2,1,1,3,4614
2,1,2,2,4615
2,2,2,2,4616
1,1,1,1,4617
3,4,3,2,4618
3,3,2,2,4619
1,1,1,1,4620
1,1,1,2,4621
2,1,1,2,4622
1,1,1,2,4623
1,1,1,2,4624
2,1,2,3,4625
2,1,1,3,4626
1,1,1,1,4627
1,1,1,1,4628
1,1,1,1,4629
1,1,1,2,4630
1,1,1,1,4631
1,1,1,1,4632
2,2,1,2,4633
1,1,1,1,4634
1,1,1,1,4635
1,1,1,1,4636
1,1,1,1,4637
1,1,1,1,4638
1,1,1,1,4639
1,1,1,2,4640
1,1,1,2,4641
2,1,1,2,4642
1,1,1,2,4643
2,1,1,2,4644
1,1,1,2,4645
2,2,2,2,4646
3,2,3,2,4647
1,2,2,1,4648
1,1,2,1,4649
2,3,2,2,4650
2,3,2,1,4651
1,1,1,1,4652
1,1,2,1,4653
1,1,1,1,4654
1,1,1,1,4655
2,2,2,1,4656
1,1,1,1,4657
1,1,1,1,4658
1,1,1,1,4659
1,1,1,1,4660
1,1,1,1,4661
1,1,1,1,4662
1,1,1,3,4663
1,1,1,2,4664
2,1,1,2,4665
2,2,2,3,4666
1,1,1,2,4667
1,1,1,2,4668
1,1,1,2,4669
2,1,1,4,4670
1,1,1,3,4671
1,1,1,2,4672
1,1,1,3,4673
1,1,1,4,4674
1,1,1,2,4675
1,1,1,3,4676
1,1,1,1,4677
1,2,1,1,4678
1,1,1,2,4679
1,1,1,2,4680
2,2,1,2,4681
2,1,1,4,4682
1,1,1,2,4683
1,2,1,2,4684
2,2,1,2,4685
2,1,1,2,4686
2,1,1,2,4687
2,1,1,2,4688
1,1,1,2,4689
1,1,1,1,4690
2,1,1,2,4691
1,1,1,2,4692
1,1,1,2,4693
1,1,1,2,4694
2,2,2,2,4695
2,2,2,2,4696
2,2,2,1,4697
2,1,1,2,4698
2,2,2,1,4699
2,2,2,2,4700
1,1,1,1,4701
1,1,1,2,4702
3,2,2,3,4703
2,2,2,2,4704
3,2,1,5,4705
2,2,2,3,4706
3,2,2,4,4707
3,2,1,5,4708
2,2,1,5,4709
3,2,1,5,4710
2,1,1,3,4711
3,2,2,3,4712
2,2,2,2,4713
2,2,2,2,4714
2,1,1,2,4715
1,1,1,2,4716
1,1,1,2,4717
2,1,1,2,4718
1,1,1,1,4719
1,1,1,2,4720
2,1,1,3,4721
2,2,1,4,4722
1,1,1,1,4723
2,1,1,2,4724
2,1,1,3,4725
3,3,2,3,4726
3,2,2,3,4727
4,3,2,4,4728
3,3,2,4,4729
4,3,2,5,4730
1,1,1,1,4731
1,1,1,2,4732
1,1,1,1,4733
1,1,2,1,4734
1,2,2,1,4735
1,1,1,1,4736
1,1,1,1,4737
1,1,1,2,4738
1,1,1,1,4739
2,2,1,2,4740
1,1,1,2,4741
2,1,1,4,4742
2,2,2,2,4743
2,1,1,3,4744
2,2,1,3,4745
1,1,1,1,4746
2,2,1,2,4747
1,2,2,1,4748
1,1,1,2,4749
2,1,1,2,4750
2,1,1,2,4751
2,2,1,3,4752
3,2,2,4,4753
2,1,1,2,4754
1,1,1,1,4755
2,1,1,2,4756
2,2,2,2,4757
1,1,1,1,4758
2,1,2,2,4759
1,1,1,2,4760
2,2,1,2,4761
2,2,1,3,4762
1,1,1,1,4763
1,1,1,2,4764
2,2,1,4,4765
2,1,1,3,4766
2,1,1,4,4767
2,1,1,2,4768
1,1,1,1,4769
1,1,1,1,4770
1,1,1,2,4771
1,1,1,2,4772
1,1,1,1,4773
1,2,1,2,4774
2,2,1,2,4775
1,1,1,1,4776
2,2,1,4,4777
1,1,1,4,4778
2,2,2,2,4779
2,2,2,3,4780
1,1,1,2,4781
1,1,1,2,4782
1,1,1,3,4783
1,1,1,2,4784
1,2,1,2,4785
2,2,1,2,4786
1,1,1,1,4787
2,1,1,2,4788
1,1,1,2,4789
2,2,1,2,4790
2,2,1,2,4791
2,3,2,2,4792
2,2,1,4,4793
2,2,1,2,4794
2,1,1,2,4795
1,1,1,1,4796
2,2,1,2,4797
1,1,1,3,4798
1,1,1,4,4799
2,1,1,3,4800
1,1,1,1,4801
2,2,1,3,4802
1,1,1,2,4803
1,2,2,1,4804
2,2,1,2,4805
1,1,1,2,4806
1,1,1,2,4807
2,1,1,3,4808
2,1,1,2,4809
2,1,1,3,4810
1,1,1,2,4811
1,1,1,5,4812
1,1,1,3,4813
1,1,1,2,4814
2,1,1,4,4815
1,1,1,2,4816
2,1,1,3,4817
2,1,2,3,4818
2,1,1,5,4819
1,1,1,2,4820
2,1,1,2,4821
2,1,1,3,4822
2,1,1,3,4823
1,1,1,3,4824
1,1,1,1,4825
2,1,1,2,4826
2,1,1,2,4827
2,1,2,2,4828
2,1,1,3,4829
1,1,1,2,4830
2,1,1,5,4831
2,1,1,4,4832
1,1,1,2,4833
1,2,1,1,4834
1,1,1,1,4835
1,1,1,2,4836
1,1,1,1,4837
1,1,1,1,4838
1,1,1,1,4839
2,1,1,3,4840
2,2,1,2,4841
1,1,1,2,4842
1,1,1,1,4843
1,1,1,1,4844
1,1,1,1,4845
1,1,1,2,4846
1,1,1,1,4847
1,1,1,1,4848
1,1,1,1,4849
1,1,1,2,4850
1,1,1,1,4851
1,1,1,1,4852
1,1,1,1,4853
1,1,1,1,4854
1,1,1,1,4855
1,1,1,1,4856
1,1,1,1,4857
1,1,1,1,4858
1,1,2,1,4859
1,1,1,1,4860
1,1,1,2,4861
1,2,1,2,4862
1,1,1,1,4863
1,1,1,1,4864
1,1,1,1,4865
1,1,1,1,4866
1,1,1,1,4867
1,1,1,1,4868
2,2,1,2,4869
1,1,1,2,4870
1,1,1,1,4871
1,1,1,1,4872
1,1,1,1,4873
1,1,1,1,4874
1,1,1,2,4875
1,1,1,1,4876
1,1,1,1,4877
1,1,1,1,4878
1,1,1,1,4879
1,1,1,2,4880
1,1,1,2,4881
1,1,1,1,4882
1,1,1,1,4883
1,1,1,2,4884
1,1,1,1,4885
1,1,1,1,4886
1,1,1,1,4887
1,1,1,1,4888
1,1,1,1,4889
1,1,1,1,4890
1,1,1,1,4891
1,1,1,1,4892
1,1,1,2,4893
1,1,1,1,4894
1,1,1,1,4895
1,1,1,1,4896
1,2,1,1,4897
1,1,1,1,4898
1,1,1,1,4899
1,1,1,1,4900
1,1,1,1,4901
1,1,1,1,4902
1,1,1,2,4903
1,1,1,2,4904
1,1,1,3,4905
1,1,1,2,4906
1,1,1,2,4907
1,1,1,2,4908
1,1,1,3,4909
1,1,1,1,4910
1,1,1,2,4911
1,1,1,1,4912
1,1,1,1,4913
1,1,1,1,4914
1,1,1,1,4915
1,1,1,1,4916
1,1,1,1,4917
1,1,1,2,4918
1,1,1,1,4919
1,1,1,4,4920
1,1,1,1,4921
1,1,1,3,4922
2,1,1,2,4923
1,1,1,5,4924
1,1,1,3,4925
1,1,1,3,4926
1,1,1,1,4927
1,1,1,1,4928
1,1,1,2,4929
1,1,1,3,4930
1,1,1,2,4931
1,1,1,1,4932
1,1,1,1,4933
1,1,1,1,4934
1,1,1,1,4935
1,1,1,1,4936
1,1,1,2,4937
1,1,1,2,4938
1,1,1,1,4939
1,1,1,1,4940
1,1,1,1,4941
1,1,1,1,4942
1,1,1,1,4943
1,1,1,1,4944
2,2,2,2,4945
2,1,1,2,4946
2,2,2,2,4947
2,2,2,2,4948
1,1,1,2,4949
1,1,1,1,4950
1,1,1,1,4951
1,2,1,1,4952
1,1,1,1,4953
1,1,1,1,4954
1,1,1,1,4955
1,1,1,1,4956
1,1,1,1,4957
1,1,1,1,4958
1,1,1,1,4959
1,1,1,1,4960
1,1,1,2,4961
2,1,1,2,4962
1,1,1,4,4963
1,1,1,1,4964
2,2,2,2,4965
2,1,1,2,4966
2,1,1,4,4967
2,1,2,2,4968
2,2,2,2,4969
2,1,2,2,4970
2,1,1,3,4971
2,2,2,2,4972
2,1,1,2,4973
2,1,1,2,4974
2,2,2,2,4975
2,1,1,2,4976
2,2,2,2,4977
1,1,1,1,4978
1,1,1,1,4979
1,1,1,1,4980
1,1,1,1,4981
2,3,2,2,4982
2,3,2,1,4983
1,1,2,1,4984
1,2,2,1,4985
1,1,1,1,4986
1,1,1,1,4987
1,1,1,1,4988
1,1,1,1,4989
1,1,1,1,4990
1,1,1,1,4991
1,1,1,1,4992
1,1,1,1,4993
1,1,1,1,4994
1,1,1,1,4995
1,1,1,1,4996
1,1,1,1,4997
1,1,1,1,4998
1,1,1,1,4999
2,2,2,2,5000
2,1,1,3,5001
1,1,1,4,5002
2,1,1,4,5003
1,1,1,5,5004
2,1,1,3,5005
2,1,1,4,5006
1,1,1,1,5007
1,1,1,1,5008
1,1,1,1,5009
1,1,1,4,5010
2,1,1,4,5011
1,1,1,3,5012
1,1,1,2,5013
1,1,1,5,5014
2,1,1,3,5015
2,1,1,2,5016
1,1,1,2,5017
1,1,1,2,5018
1,1,1,3,5019
2,1,1,2,5020
1,1,1,1,5021
1,1,1,1,5022
1,1,1,1,5023
3,2,2,3,5024
1,1,1,3,5025
1,1,1,1,5026
1,1,1,1,5027
2,1,1,4,5028
1,1,1,3,5029
1,1,1,1,5030
2,1,1,4,5031
2,1,1,3,5032
1,1,1,5,5033
1,1,1,1,5034
1,1,1,1,5035
1,1,1,1,5036
1,1,1,1,5037
1,1,1,1,5038
1,1,1,1,5039
1,1,1,1,5040
4,4,2,4,5041
3,3,2,3,5042
2,1,1,2,5043
2,3,2,2,5044
3,3,2,3,5045
2,2,2,2,5046
3,3,2,2,5047
2,3,2,1,5048
2,1,1,2,5049
2,1,2,3,5050
2,2,1,4,5051
3,2,2,4,5052
2,1,1,2,5053
3,2,1,4,5054
2,2,1,4,5055
2,2,1,3,5056
2,2,1,3,5057
2,2,1,3,5058
3,2,1,4,5059
2,2,2,3,5060
2,2,1,2,5061
2,3,2,2,5062
2,2,1,2,5063
2,2,1,3,5064
2,2,2,1,5065
2,3,2,2,5066
1,2,1,2,5067
2,2,1,3,5068
2,1,1,3,5069
2,2,1,3,5070
1,2,1,1,5071
1,1,1,1,5072
2,2,2,1,5073
1,2,1,2,5074
3,3,2,3,5075
2,2,2,2,5076
2,2,1,3,5077
3,3,2,2,5078
2,2,1,3,5079
2,2,2,3,5080
2,1,2,2,5081
2,2,2,1,5082
1,1,1,1,5083
2,1,1,3,5084
2,1,2,2,5085
2,1,2,2,5086
1,2,1,1,5087
3,2,1,4,5088
3,2,2,3,5089
3,3,1,3,5090
2,2,1,2,5091
3,3,2,4,5092
3,2,2,4,5093
1,1,1,1,5094
1,1,1,2,5095
1,1,1,1,5096
1,1,1,2,5097
2,2,1,2,5098
2,2,1,3,5099
2,2,2,3,5100
2,2,1,2,5101
2,2,2,1,5102
2,3,2,2,5103
1,1,1,2,5104
1,1,1,2,5105
1,1,1,2,5106
1,1,1,1,5107
1,2,1,1,5108
2,2,2,2,5109
2,1,1,2,5110
2,2,2,2,5111
2,3,2,2,5112
1,1,1,1,5113
2,1,1,4,5114
2,2,1,3,5115
3,3,2,2,5116
2,2,2,3,5117
3,3,2,3,5118
2,2,1,3,5119
2,2,2,2,5120
1,1,1,1,5121
2,2,2,2,5122
2,2,1,2,5123
2,2,2,3,5124
2,2,1,3,5125
2,2,2,2,5126
3,2,2,2,5127
3,2,2,3,5128
2,2,1,2,5129
3,3,2,2,5130
1,1,1,3,5131
2,2,2,1,5132
2,1,1,2,5133
3,3,2,3,5134
3,3,2,3,5135
2,2,2,1,5136
3,2,2,2,5137
3,2,2,3,5138
2,2,1,4,5139
2,2,1,4,5140
